provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
20686,Laura Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",27.451057,72.962503,4.6,Busy,2,2957,30,High,False,"English, Urdu, Roman Urdu",001-339-007-2682x178,jason95@gmail.com,2024-12-10
20687,Theresa Plumber Services,Plumber,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.666791,68.41237,4.0,Busy,6,4553,83,High,False,"English, Urdu",(028)732-5838,tinagoodwin@hotmail.com,2025-10-16
20688,Robert Tutor Services,Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",30.273751,70.240473,4.1,Offline,16,2919,35,Medium,False,English,032.530.1922x5870,spage@hall.com,2025-12-16
20689,Brittany Tutor Services,Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",26.590865,72.463926,4.1,Available,18,2632,16,Low,False,"Urdu, Roman Urdu",553.829.1311,justinodonnell@yahoo.com,2025-11-08
20690,Paul Cleaning Service Services,Cleaning Service,Karachi,Gulshan,"Gulshan, Karachi",32.403614,72.710522,4.1,Available,3,3367,102,Low,True,Urdu,(248)128-2629x8377,nmiller@gmail.com,2024-12-22
20691,Natasha Cleaning Service Services,Cleaning Service,Peshawar,University Town,"University Town, Peshawar",30.117884,67.649047,3.8,Offline,8,4217,106,High,True,Urdu,+1-725-998-8985,isanchez@ramos.com,2023-06-19
20692,Jacqueline Plumber Services,Plumber,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.539808,69.546228,3.8,Busy,7,2670,31,Low,False,English,0150593157,christine45@hotmail.com,2024-03-08
20693,John Appliance Repair Services,Appliance Repair,Islamabad,I-8,"I-8, Islamabad",28.724974,68.544902,3.6,Offline,8,36,64,High,True,"English, Urdu",+1-989-376-9826,jasminesuarez@ball-scott.org,2024-05-30
20694,Julie Tutor Services,Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",27.935747,72.172468,3.0,Busy,12,1016,18,High,False,"English, Urdu, Roman Urdu",(347)608-1380,daniel37@hotmail.com,2024-01-31
20695,Matthew Beautician Services,Beautician,Islamabad,Blue Area,"Blue Area, Islamabad",24.190321,70.752966,4.8,Busy,18,1340,35,Low,True,"English, Urdu, Roman Urdu",(587)890-6961x489,moorestephen@wilson.com,2023-02-04
20696,Joseph Electrician Services,Electrician,Rawalpindi,PWD,"PWD, Rawalpindi",29.823525,71.881541,3.2,Available,10,4923,81,Low,True,"Urdu, Roman Urdu",999.056.7663x7741,justinmatthews@hotmail.com,2023-04-10
20697,Laura Appliance Repair Services,Appliance Repair,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",27.043135,67.776999,4.1,Busy,20,1679,25,Medium,True,"English, Urdu, Roman Urdu",001-211-741-1021x749,stephanie38@hicks.com,2024-07-02
20698,Lisa AC Technician Services,AC Technician,Rawalpindi,Saddar,"Saddar, Rawalpindi",33.598237,68.695689,4.2,Available Soon,16,3681,36,High,True,"Urdu, Roman Urdu",662-445-8298,boneill@yahoo.com,2022-08-02
20699,Jackie AC Technician Services,AC Technician,Lahore,Gulberg,"Gulberg, Lahore",27.922102,72.295857,4.1,Available,16,4947,99,High,True,"English, Urdu, Roman Urdu",+1-852-519-6299x83965,tina18@yahoo.com,2023-04-30
20700,Kristina Carpenter Services,Carpenter,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",26.946731,72.027183,4.3,Busy,6,625,27,Low,True,"Urdu, Roman Urdu",(927)684-3824x62803,mwang@davila-carter.com,2025-04-23
20701,Linda Mobile Repair Services,Mobile Repair,Karachi,Malir,"Malir, Karachi",25.905369,73.134593,3.6,Available,2,1623,55,Medium,True,"English, Urdu, Roman Urdu",076-813-1808x1099,apace@yahoo.com,2026-04-06
20702,David Beautician Services,Beautician,Lahore,Johar Town,"Johar Town, Lahore",30.226711,70.337557,4.5,Available,11,4525,45,Medium,True,"English, Urdu",391-861-2632x846,rickjones@rodriguez-spencer.com,2024-03-08
20703,Stephanie Computer Technician Services,Computer Technician,Peshawar,Hayatabad,"Hayatabad, Peshawar",29.055373,68.623079,4.4,Busy,10,4994,94,Low,False,English,(068)059-6666x824,xmoody@alvarez.com,2024-06-03
20704,Linda Mechanic Services,Mechanic,Karachi,Korangi,"Korangi, Karachi",33.941751,70.118658,3.5,Available Soon,18,297,85,Medium,True,"English, Urdu, Roman Urdu",787.804.9462,welchchristine@mack.com,2023-07-07
20705,Carlos Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,F-10,"F-10, Islamabad",28.5007,70.573849,3.3,Busy,9,2902,75,Low,True,"English, Urdu, Roman Urdu",+1-772-848-3288x753,elizabetholsen@hotmail.com,2023-02-21
20706,Nicole Water Tank Cleaner Services,Water Tank Cleaner,Lahore,DHA,"DHA, Lahore",28.539245,69.86865,5.0,Busy,20,1472,78,Medium,False,"English, Urdu",001-701-011-5585x8166,alyssawright@garcia.biz,2023-01-27
20707,Tracy Water Tank Cleaner Services,Water Tank Cleaner,Lahore,DHA,"DHA, Lahore",31.01887,67.365586,3.4,Available,20,376,112,Low,True,Urdu,304.517.0817x2812,charleneashley@phillips.com,2025-01-23
20708,Jonathan Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",29.76987,73.046976,4.9,Available Soon,7,2460,98,Low,True,"Urdu, Roman Urdu",001-680-711-1851x09687,natalie13@hotmail.com,2025-07-28
20709,Kimberly Electrician Services,Electrician,Islamabad,G-13,"G-13, Islamabad",27.081233,73.33559,4.0,Offline,20,388,50,High,False,Roman Urdu,+1-148-398-1042,reidmelissa@gmail.com,2025-07-02
20710,Devin Mechanic Services,Mechanic,Islamabad,Bahria Town,"Bahria Town, Islamabad",33.921654,72.879156,4.3,Available,4,608,26,Medium,True,"Urdu, Roman Urdu",+1-537-437-3033x535,rwright@williams.com,2023-08-23
20711,Mercedes Home Tutor Services,Home Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",26.406534,70.112658,4.0,Offline,18,1522,51,High,False,"English, Urdu",826.550.8107x16769,joshua78@gmail.com,2026-04-05
20712,Alan Computer Technician Services,Computer Technician,Islamabad,F-10,"F-10, Islamabad",29.713121,71.265309,4.3,Available Soon,10,2408,33,Medium,False,"Urdu, Roman Urdu",+1-758-049-6467,shaffermichael@gmail.com,2024-12-12
20713,Spencer Electrician Services,Electrician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",28.224759,73.544412,4.1,Available Soon,7,2135,14,Low,False,Urdu,221.230.3501x8485,roy11@gmail.com,2023-12-16
20714,Loretta AC Technician Services,AC Technician,Lahore,Gulberg,"Gulberg, Lahore",32.856601,68.255471,3.3,Available Soon,17,3547,24,Low,True,"Urdu, Roman Urdu",793.961.4956x425,patricia62@hotmail.com,2022-10-06
20715,Tiffany Appliance Repair Services,Appliance Repair,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",31.017623,70.874789,4.5,Available Soon,18,4191,81,Medium,True,"English, Urdu, Roman Urdu",309.322.1222,wcase@williams-jackson.com,2026-02-09
20716,Shannon Carpenter Services,Carpenter,Lahore,Model Town,"Model Town, Lahore",26.486551,71.599806,3.6,Available Soon,18,2797,69,High,True,"English, Urdu, Roman Urdu",+1-886-445-2916,lawrence02@yahoo.com,2026-03-27
20717,Ashley Appliance Repair Services,Appliance Repair,Islamabad,G-13,"G-13, Islamabad",26.520748,69.833154,4.8,Offline,7,2591,118,Medium,True,"English, Urdu",(271)835-8830x050,joseph21@hotmail.com,2026-02-12
20718,Lucas Beautician Services,Beautician,Rawalpindi,PWD,"PWD, Rawalpindi",28.264061,71.414985,4.0,Available Soon,9,3781,41,Low,False,"English, Urdu, Roman Urdu",+1-715-248-1165x2261,powellbeverly@gmail.com,2023-03-13
20719,Erica Painter Services,Painter,Peshawar,Cantt,"Cantt, Peshawar",32.858823,69.355949,4.8,Available,1,1527,19,Low,False,"English, Urdu",332.791.4316x23542,frances44@randolph.biz,2025-05-16
20720,Krystal Painter Services,Painter,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",33.097958,69.867594,4.2,Busy,4,262,52,Medium,True,Urdu,956-689-1280x14263,wbaker@yahoo.com,2025-09-11
20721,Tonya Beautician Services,Beautician,Islamabad,I-8,"I-8, Islamabad",27.781774,67.665676,3.4,Available Soon,18,1115,81,Low,True,Roman Urdu,(784)296-2597x885,travis93@jackson-garcia.com,2024-04-11
20722,Scott Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Cantt,"Cantt, Peshawar",25.753156,72.084966,3.5,Available,8,3996,37,Low,True,"English, Urdu",958.669.3760,anthony99@yahoo.com,2022-08-13
20723,Johnny Electrician Services,Electrician,Peshawar,University Town,"University Town, Peshawar",33.777701,73.108907,3.5,Offline,16,2755,98,Medium,False,"English, Urdu",400.757.9580x27260,john22@gmail.com,2024-05-13
20724,Jason Tutor Services,Tutor,Faisalabad,Madina Town,"Madina Town, Faisalabad",24.357438,70.638469,3.9,Available,5,2927,45,High,False,"English, Urdu",507.882.8393x1319,ymurillo@edwards-smith.net,2025-12-27
20725,Erin Painter Services,Painter,Peshawar,University Town,"University Town, Peshawar",29.816947,72.775923,3.9,Available Soon,10,3355,48,High,True,"English, Urdu",015.163.5965x6082,thompsondavid@yahoo.com,2025-01-16
20726,Maria Computer Technician Services,Computer Technician,Lahore,Gulberg,"Gulberg, Lahore",29.02744,68.234544,3.4,Busy,12,2575,101,Low,False,English,001-813-420-3160x644,chavezchristina@morgan-harris.com,2024-09-29
20727,Anita Electrician Services,Electrician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.176835,71.055068,3.7,Available,15,101,95,Low,False,Roman Urdu,+1-691-715-9519x4811,ianwest@gmail.com,2023-03-11
20728,Andrew Beautician Services,Beautician,Islamabad,Blue Area,"Blue Area, Islamabad",31.411768,72.355236,3.4,Busy,5,3644,43,Low,True,"English, Urdu",148-238-4221,brianbennett@hotmail.com,2022-06-15
20729,Hunter Appliance Repair Services,Appliance Repair,Islamabad,G-13,"G-13, Islamabad",25.490188,70.669657,4.1,Offline,10,1236,10,Medium,True,Roman Urdu,(735)193-6209x04490,georgejohns@friedman.com,2025-02-09
20730,Pamela Computer Technician Services,Computer Technician,Islamabad,I-8,"I-8, Islamabad",25.663004,71.872091,3.9,Busy,8,4362,60,Medium,False,"English, Urdu, Roman Urdu",(533)369-5309,paul30@wilson-stanton.info,2024-05-02
20731,Melissa Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",24.414349,70.185312,3.5,Available,18,2352,51,Medium,False,"English, Urdu",001-388-841-1705,xpatrick@hotmail.com,2025-07-20
20732,Jessica Mobile Repair Services,Mobile Repair,Lahore,Bahria Town,"Bahria Town, Lahore",27.527696,67.103324,5.0,Available Soon,8,2423,60,Low,False,English,(051)717-0439,jamesruiz@webb.com,2024-07-14
20733,Elizabeth Carpenter Services,Carpenter,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",31.370085,71.626492,4.7,Offline,13,3220,37,Medium,True,Urdu,+1-868-477-3126,keithmckinney@pope.com,2023-09-29
20734,Clayton Appliance Repair Services,Appliance Repair,Peshawar,Cantt,"Cantt, Peshawar",26.502686,69.56056,4.8,Busy,11,3051,113,Medium,False,English,270.723.1815,rogersdawn@maxwell-mitchell.com,2022-05-21
20735,Jacqueline Painter Services,Painter,Islamabad,F-10,"F-10, Islamabad",29.724835,73.122549,3.6,Offline,16,3499,109,Low,True,English,001-162-627-8793,aaronwheeler@peterson-goodwin.com,2023-03-29
20736,Robert Cleaning Service Services,Cleaning Service,Faisalabad,Madina Town,"Madina Town, Faisalabad",31.052654,67.345283,3.6,Available,14,935,37,Low,False,"Urdu, Roman Urdu",4895809168,timothybowen@hotmail.com,2025-10-06
20737,Shane Mobile Repair Services,Mobile Repair,Islamabad,F-10,"F-10, Islamabad",32.496931,69.159365,4.8,Available Soon,15,2545,22,High,False,English,(781)083-0172,jamie26@hunt.org,2023-03-29
20738,Erika Home Tutor Services,Home Tutor,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",26.089394,69.424614,3.4,Busy,7,2147,58,High,False,Urdu,8705745962,stevensryan@gmail.com,2024-09-25
20739,Zachary Tutor Services,Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",32.654955,69.169868,3.2,Offline,3,272,83,Medium,False,"Urdu, Roman Urdu",(368)394-3745x90776,gregorypayne@gmail.com,2024-06-17
20740,Aaron Home Tutor Services,Home Tutor,Peshawar,University Town,"University Town, Peshawar",32.073481,67.94939,3.2,Available,3,1780,112,High,True,"English, Urdu",(390)219-9423,richardtran@wright.com,2025-05-04
20741,Alyssa AC Technician Services,AC Technician,Faisalabad,D Ground,"D Ground, Faisalabad",28.770404,71.182288,3.7,Available Soon,1,164,28,Low,True,English,504-282-3767,katherine75@newman.com,2026-03-02
20742,Tanya Cleaning Service Services,Cleaning Service,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",28.15513,73.426154,3.8,Available Soon,16,572,107,High,True,English,712.939.4636x785,lopezrobin@yahoo.com,2024-02-04
20743,Donald AC Technician Services,AC Technician,Peshawar,University Town,"University Town, Peshawar",29.250196,72.833315,3.5,Available,6,466,18,Low,False,Urdu,153.226.1764,grayricardo@scott.net,2025-08-02
20744,April Mechanic Services,Mechanic,Peshawar,University Town,"University Town, Peshawar",25.401887,69.556068,4.3,Available,18,4275,42,Medium,True,"English, Urdu",956.904.1274x460,briansavage@gmail.com,2023-01-24
20745,Christopher Painter Services,Painter,Islamabad,Bahria Town,"Bahria Town, Islamabad",27.916852,70.052205,4.9,Available,10,1013,84,Low,False,"English, Urdu, Roman Urdu",1808834817,alex61@gmail.com,2022-09-11
20746,Matthew Electrician Services,Electrician,Rawalpindi,Saddar,"Saddar, Rawalpindi",33.74236,67.568175,3.9,Offline,8,2725,118,Low,False,English,+1-683-832-0102x611,stacysmith@yahoo.com,2022-06-02
20747,Justin Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,PWD,"PWD, Rawalpindi",29.395601,71.123431,4.9,Available,14,2757,92,High,False,Urdu,+1-903-501-1617x592,monica42@garcia.net,2022-06-29
20748,James Home Tutor Services,Home Tutor,Islamabad,Blue Area,"Blue Area, Islamabad",25.929366,70.543959,3.5,Available Soon,17,3936,114,Medium,True,English,240.106.3689x863,mthomas@adams.biz,2024-07-25
20749,Robin Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,F-10,"F-10, Islamabad",32.241595,71.483542,3.5,Offline,20,1181,25,Low,False,"Urdu, Roman Urdu",+1-334-407-3998,rramirez@coleman-turner.biz,2024-09-03
20750,Robert AC Technician Services,AC Technician,Islamabad,Blue Area,"Blue Area, Islamabad",27.828293,71.302709,3.4,Available Soon,1,3989,65,High,True,English,001.495.1843x293,fredbest@yahoo.com,2023-11-23
20751,Jeffrey AC Technician Services,AC Technician,Faisalabad,Madina Town,"Madina Town, Faisalabad",28.378595,72.835841,4.1,Busy,15,2978,46,Medium,True,"Urdu, Roman Urdu",007-400-7663,amanda17@gmail.com,2022-10-22
20752,Kathleen Mechanic Services,Mechanic,Karachi,DHA,"DHA, Karachi",33.963614,70.844696,5.0,Available,17,4182,64,Low,True,English,470.546.0991x993,pbradley@michael-rodriguez.biz,2023-06-19
20753,Jessica Plumber Services,Plumber,Islamabad,F-10,"F-10, Islamabad",28.834017,67.974713,3.6,Offline,20,3348,28,High,True,"English, Urdu, Roman Urdu",001-003-120-8582x9581,james38@carlson-jones.info,2026-03-30
20754,Sandy Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,Madina Town,"Madina Town, Faisalabad",27.580023,69.544266,4.5,Offline,20,3099,101,Medium,False,English,(682)328-2271x426,maddensamantha@townsend.com,2024-04-12
20755,Amy Mechanic Services,Mechanic,Faisalabad,D Ground,"D Ground, Faisalabad",25.755562,70.290357,4.4,Offline,19,3340,92,Low,False,Urdu,(199)960-0702,bryanharris@thomas.org,2023-08-08
20756,Antonio Mechanic Services,Mechanic,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",27.781579,72.719496,3.9,Available,13,4061,11,Low,False,Roman Urdu,471.299.4492x017,christopherthompson@fleming.org,2024-05-01
20757,Shelby Beautician Services,Beautician,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.700088,71.845678,3.6,Available,19,4005,9,Low,False,"English, Urdu, Roman Urdu",426.368.2550x5283,mackenziegood@gmail.com,2023-12-14
20758,Keith Painter Services,Painter,Lahore,Bahria Town,"Bahria Town, Lahore",33.446551,71.017415,4.1,Busy,20,277,85,Low,False,Roman Urdu,+1-014-808-9245x056,zknight@nelson-henry.com,2023-11-29
20759,Dennis Painter Services,Painter,Karachi,Gulshan,"Gulshan, Karachi",25.725044,73.184567,3.3,Available,10,3699,14,High,False,Urdu,(383)931-9019,powens@ortiz.com,2024-02-20
20760,Susan Beautician Services,Beautician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",26.499339,70.891608,5.0,Busy,12,2906,114,Medium,True,"English, Urdu",698.046.3490,steven74@hotmail.com,2024-03-30
20761,Cynthia Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",24.971777,70.058922,3.9,Busy,3,3364,84,High,True,Urdu,752-189-7840,jacquelineparker@gmail.com,2023-03-15
20762,Michael Computer Technician Services,Computer Technician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.593138,73.998392,3.4,Available,5,509,93,Medium,False,"English, Urdu",660.532.9362x3047,tjackson@johnson.com,2025-05-01
20763,Dawn Appliance Repair Services,Appliance Repair,Peshawar,Hayatabad,"Hayatabad, Peshawar",29.125432,67.772965,4.1,Busy,14,3665,67,Medium,False,English,779-767-7598,washingtonronnie@hotmail.com,2025-12-07
20764,James Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,University Town,"University Town, Peshawar",27.406738,68.373389,3.8,Offline,14,3483,92,High,False,"Urdu, Roman Urdu",6594822871,palmerkeith@walker-warren.com,2025-11-23
20765,Joshua Appliance Repair Services,Appliance Repair,Islamabad,Blue Area,"Blue Area, Islamabad",33.572313,72.684324,4.0,Busy,15,368,31,Medium,False,"English, Urdu",1460315095,angela32@yahoo.com,2024-11-03
20766,Charles Cleaning Service Services,Cleaning Service,Karachi,North Nazimabad,"North Nazimabad, Karachi",29.259348,71.084084,3.2,Available Soon,6,4246,95,Low,True,"English, Urdu",690-938-3565,zbenson@gmail.com,2022-04-16
20767,Nina Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",31.759508,68.494625,3.7,Offline,7,3655,73,Medium,True,"English, Urdu",+1-013-334-5152x37455,nbennett@gmail.com,2025-09-23
20768,Matthew Home Tutor Services,Home Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",28.897733,72.884046,3.7,Busy,4,628,92,Medium,True,"Urdu, Roman Urdu",109.852.8762x026,samuelstokes@gmail.com,2024-03-31
20769,Brett Beautician Services,Beautician,Lahore,Gulberg,"Gulberg, Lahore",31.14225,71.354976,4.9,Available,11,2328,70,Low,True,"English, Urdu",+1-513-291-0040,zbarnes@yahoo.com,2025-04-10
20770,Michael Painter Services,Painter,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.551542,71.147362,3.8,Busy,8,3890,103,High,True,"English, Urdu, Roman Urdu",(695)225-7295,tracy67@yahoo.com,2025-08-18
20771,Victoria Mobile Repair Services,Mobile Repair,Karachi,DHA,"DHA, Karachi",32.349391,72.13195,4.1,Available,7,1108,83,High,False,"Urdu, Roman Urdu",3878348675,wilkinsoncourtney@hotmail.com,2024-06-15
20772,Brenda Electrician Services,Electrician,Lahore,Gulberg,"Gulberg, Lahore",25.809715,72.929135,4.1,Offline,4,3423,11,High,False,"English, Urdu",428-488-9290,spalmer@haynes.com,2024-08-06
20773,Karen Mobile Repair Services,Mobile Repair,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",30.541592,68.240095,4.4,Offline,9,946,89,High,True,"English, Urdu, Roman Urdu",186.575.8318,carolyn31@olson.com,2022-09-24
20774,Eric Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,D Ground,"D Ground, Faisalabad",25.801825,71.930688,4.9,Offline,17,1332,101,Low,True,Urdu,001-127-056-6064,csnyder@hotmail.com,2025-11-29
20775,Kimberly Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",33.266447,73.707328,3.4,Available Soon,4,146,89,High,False,"English, Urdu, Roman Urdu",(646)777-9777,robertowalsh@gmail.com,2023-05-16
20776,Kelly Appliance Repair Services,Appliance Repair,Karachi,Gulshan,"Gulshan, Karachi",28.904245,73.225004,4.6,Busy,14,4002,28,Medium,False,Urdu,(131)855-7237x6847,conleycassandra@hotmail.com,2022-12-28
20777,Justin Carpenter Services,Carpenter,Peshawar,Cantt,"Cantt, Peshawar",24.464543,70.372321,4.8,Offline,6,1871,81,Medium,True,"English, Urdu",139-698-5406,michael64@acosta.org,2025-05-24
20778,Jesse Home Tutor Services,Home Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",25.894716,71.579407,4.0,Available,8,2359,6,Low,False,Roman Urdu,(518)413-1024,ywagner@thompson.org,2025-12-15
20779,Rebecca Home Tutor Services,Home Tutor,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",25.787688,70.8525,3.6,Busy,3,799,117,Low,True,English,085-910-1787,alejandro71@jordan.com,2022-11-15
20780,Brittany Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Johar Town,"Johar Town, Lahore",33.410568,71.042717,5.0,Busy,12,2711,79,High,True,Roman Urdu,+1-812-204-6329,pguzman@hotmail.com,2026-03-27
